region,period,total,total_occupied,total_not_occupied,oppucation_ratio
Geldrop-Mierlo,01/01/2022,18120,17643,477,0.973675497
Geldrop-Mierlo,01/01/2023,18308,17715,593,0.967609788
Gemert-Bakel,01/01/2012,11772,11125,647,0.945039076
Gemert-Bakel,01/01/2013,12042,11418,624,0.948181365
Gemert-Bakel,01/01/2014,12224,11575,649,0.946907723
Gemert-Bakel,01/01/2015,12334,11729,605,0.950948597
Gemert-Bakel,01/01/2016,12451,11920,531,0.957352823
Gemert-Bakel,01/01/2017,12597,12081,516,0.959037866
Gemert-Bakel,01/01/2018,12683,12237,446,0.964834818
Gemert-Bakel,01/01/2019,12754,12328,426,0.966598714
Gemert-Bakel,01/01/2020,12635,12205,430,0.96596755
Gemert-Bakel,01/01/2021,12649,12298,351,0.972250771
Gemert-Bakel,01/01/2022,12859,12489,370,0.971226378
Gemert-Bakel,01/01/2023,12989,12613,376,0.971052429
Gennep,01/01/2012,7088,6779,309,0.956405192
Gennep,01/01/2013,7199,6860,339,0.952910126
Gennep,01/01/2014,7236,6904,332,0.954118297
Gennep,01/01/2015,7324,7050,274,0.962588749
Gennep,01/01/2016,7277,6993,284,0.960972928
Gennep,01/01/2017,7361,7090,271,0.96318435
Gennep,01/01/2018,7387,7111,276,0.962637065
Gennep,01/01/2019,7408,7153,255,0.965577754
Gennep,01/01/2020,7450,7166,284,0.961879195
Gennep,01/01/2021,7490,7188,302,0.959679573
Gennep,01/01/2022,7579,7314,265,0.965034965
Gennep,01/01/2023,7705,7396,309,0.959896171
Giessenlanden,01/01/2012,5737,5473,264,0.953982918
Giessenlanden,01/01/2013,5726,5489,237,0.95860985
Giessenlanden,01/01/2014,5714,5519,195,0.965873294
Giessenlanden,01/01/2015,5826,5595,231,0.960350154
Giessenlanden,01/01/2016,5883,5680,203,0.965493796
Giessenlanden,01/01/2017,5909,5705,204,0.965476392
Giessenlanden,01/01/2018,5926,5721,205,0.965406682
Giessenlanden,01/01/2019,,,,
Giessenlanden,01/01/2020,,,,
Giessenlanden,01/01/2021,,,,
Giessenlanden,01/01/2022,,,,
Giessenlanden,01/01/2023,,,,
Gilze en Rijen,01/01/2012,10237,9648,589,0.942463612
Gilze en Rijen,01/01/2013,10757,10248,509,0.952681975
Gilze en Rijen,01/01/2014,11067,10495,572,0.94831481
Gilze en Rijen,01/01/2015,11076,10573,503,0.954586493
Gilze en Rijen,01/01/2016,11138,10634,504,0.954749506
Gilze en Rijen,01/01/2017,11149,10678,471,0.957754059
Gilze en Rijen,01/01/2018,11199,10783,416,0.962853826
Gilze en Rijen,01/01/2019,11270,10911,359,0.968145519
Gilze en Rijen,01/01/2020,11301,10962,339,0.970002655
Gilze en Rijen,01/01/2021,11392,11014,378,0.96681882
Gilze en Rijen,01/01/2022,11403,11070,333,0.970797159
Gilze en Rijen,01/01/2023,11508,11092,416,0.963851234
Goedereede,01/01/2012,4788,4342,446,0.906850459
Goedereede,01/01/2013,,,,
Goedereede,01/01/2014,,,,
Goedereede,01/01/2015,,,,
Goedereede,01/01/2016,,,,
Goedereede,01/01/2017,,,,
Goedereede,01/01/2018,,,,
Goedereede,01/01/2019,,,,
Goedereede,01/01/2020,,,,
Goedereede,01/01/2021,,,,
Goedereede,01/01/2022,,,,
Goedereede,01/01/2023,,,,
Goeree-Overflakkee,01/01/2012,,,,
Goeree-Overflakkee,01/01/2013,20182,19007,1175,0.941779804
Goeree-Overflakkee,01/01/2014,20574,19377,1197,0.941819773
Goeree-Overflakkee,01/01/2015,20845,19678,1167,0.944015351
Goeree-Overflakkee,01/01/2016,20915,19827,1088,0.947979919
Goeree-Overflakkee,01/01/2017,21089,20029,1060,0.94973683
Goeree-Overflakkee,01/01/2018,21374,20295,1079,0.949518106
Goeree-Overflakkee,01/01/2019,21597,20509,1088,0.949622633
Goeree-Overflakkee,01/01/2020,21855,20712,1143,0.947700755
Goeree-Overflakkee,01/01/2021,22098,21053,1045,0.952710653
Goeree-Overflakkee,01/01/2022,22329,21384,945,0.957678356
Goeree-Overflakkee,01/01/2023,22564,21534,1030,0.954352065
Goes,01/01/2012,17321,16061,1260,0.927255932
Goes,01/01/2013,17410,16277,1133,0.934922458
Goes,01/01/2014,17548,16436,1112,0.936630955
Goes,01/01/2015,17684,16570,1114,0.937005202
Goes,01/01/2016,17748,16669,1079,0.939204417
Goes,01/01/2017,17939,16804,1135,0.93673003
Goes,01/01/2018,18062,16969,1093,0.939486214
Goes,01/01/2019,18251,17148,1103,0.939564955
Goes,01/01/2020,18553,17375,1178,0.936506225
Goes,01/01/2021,18633,17628,1005,0.946063436
Goes,01/01/2022,18866,17891,975,0.948319729
Goes,01/01/2023,19076,18107,969,0.949203187
Goirle,01/01/2012,9703,9346,357,0.963207255
Goirle,01/01/2013,9792,9453,339,0.965379902
Goirle,01/01/2014,9843,9613,230,0.97663314
Goirle,01/01/2015,9859,9595,264,0.973222436
Goirle,01/01/2016,9906,9610,296,0.97011912
Goirle,01/01/2017,9961,9696,265,0.973396245
Goirle,01/01/2018,10164,9864,300,0.970484061
Goirle,01/01/2019,10291,9971,320,0.968904868
Goirle,01/01/2020,10363,10064,299,0.971147351
Goirle,01/01/2021,10423,10121,302,0.971025616
Goirle,01/01/2022,10460,10185,275,0.973709369
Goirle,01/01/2023,10561,10246,315,0.970173279
Gooise Meren,01/01/2012,,,,
Gooise Meren,01/01/2013,,,,
Gooise Meren,01/01/2014,,,,
Gooise Meren,01/01/2015,,,,
Gooise Meren,01/01/2016,26133,24800,1333,0.948991696
Gooise Meren,01/01/2017,26249,24875,1374,0.947655149
Gooise Meren,01/01/2018,26342,25037,1305,0.950459342
Gooise Meren,01/01/2019,26508,25189,1319,0.950241437
Gooise Meren,01/01/2020,26679,25340,1339,0.949810713
Gooise Meren,01/01/2021,26896,25579,1317,0.951033611
Gooise Meren,01/01/2022,27037,25722,1315,0.951362947
Gooise Meren,01/01/2023,27590,26131,1459,0.947118521
Gorinchem,01/01/2012,15569,14717,852,0.945275869
Gorinchem,01/01/2013,15622,14730,892,0.942901037
Gorinchem,01/01/2014,16019,15214,805,0.949747175
Gorinchem,01/01/2015,15980,15277,703,0.956007509
Gorinchem,01/01/2016,16092,15342,750,0.95339299
Gorinchem,01/01/2017,16300,15534,766,0.953006135
Gorinchem,01/01/2018,16392,15698,694,0.957662274
Gorinchem,01/01/2019,16599,15858,741,0.955358757
Gorinchem,01/01/2020,17210,16318,892,0.948169669
Gorinchem,01/01/2021,17288,16567,721,0.958294771
Gorinchem,01/01/2022,17545,16730,815,0.953548019
Gorinchem,01/01/2023,17789,16918,871,0.951037158
Gouda,01/01/2012,30704,29609,1095,0.964336894
Gouda,01/01/2013,31067,29789,1278,0.958863102
Gouda,01/01/2014,31542,30143,1399,0.95564644
Gouda,01/01/2015,31694,30397,1297,0.959077428
Gouda,01/01/2016,31868,30611,1257,0.960556044
Gouda,01/01/2017,32131,30946,1185,0.963119729
Gouda,01/01/2018,32758,31630,1128,0.965565663
Gouda,01/01/2019,33174,32085,1089,0.967173087
Gouda,01/01/2020,33439,32322,1117,0.966595891
Gouda,01/01/2021,33725,32628,1097,0.967472202
Gouda,01/01/2022,34065,33025,1040,0.969470131
Gouda,01/01/2023,34477,33417,1060,0.969254866
Graafstroom,01/01/2012,3519,3289,230,0.934640523
Graafstroom,01/01/2013,,,,
Graafstroom,01/01/2014,,,,
Graafstroom,01/01/2015,,,,
Graafstroom,01/01/2016,,,,
Graafstroom,01/01/2017,,,,
Graafstroom,01/01/2018,,,,
Graafstroom,01/01/2019,,,,
Graafstroom,01/01/2020,,,,
Graafstroom,01/01/2021,,,,
Graafstroom,01/01/2022,,,,
Graafstroom,01/01/2023,,,,
Graft-De Rijp,01/01/2012,2572,2486,86,0.966562986
Graft-De Rijp,01/01/2013,2585,2503,82,0.96827853
Graft-De Rijp,01/01/2014,2591,2519,72,0.972211501
Graft-De Rijp,01/01/2015,,,,
Graft-De Rijp,01/01/2016,,,,
Graft-De Rijp,01/01/2017,,,,
Graft-De Rijp,01/01/2018,,,,
Graft-De Rijp,01/01/2019,,,,
Graft-De Rijp,01/01/2020,,,,
Graft-De Rijp,01/01/2021,,,,
Graft-De Rijp,01/01/2022,,,,
Graft-De Rijp,01/01/2023,,,,
Grave,01/01/2012,5083,4897,186,0.963407437
Grave,01/01/2013,5089,4929,160,0.968559638
Grave,01/01/2014,5142,4934,208,0.959548814
Grave,01/01/2015,5294,5103,191,0.96392142
Grave,01/01/2016,5304,5145,159,0.970022624
Grave,01/01/2017,5305,5152,153,0.971159284
Grave,01/01/2018,5419,5199,220,0.959402104
Grave,01/01/2019,5446,5243,203,0.962724936
Grave,01/01/2020,5465,5254,211,0.961390668
Grave,01/01/2021,5492,5242,250,0.954479243
Grave,01/01/2022,,,,
Grave,01/01/2023,,,,
's-Gravenhage (gemeente),01/01/2012,241376,219180,22196,0.908043882
's-Gravenhage (gemeente),01/01/2013,244880,222196,22684,0.907366874
's-Gravenhage (gemeente),01/01/2014,249994,225202,24792,0.90082962
's-Gravenhage (gemeente),01/01/2015,251374,227464,23910,0.904882764
's-Gravenhage (gemeente),01/01/2016,253210,230398,22812,0.909908771
's-Gravenhage (gemeente),01/01/2017,255103,233080,22023,0.913670165
's-Gravenhage (gemeente),01/01/2018,256694,236950,19744,0.923083516
's-Gravenhage (gemeente),01/01/2019,259264,239336,19928,0.923136263
's-Gravenhage (gemeente),01/01/2020,262492,242536,19956,0.923974826
's-Gravenhage (gemeente),01/01/2021,265959,245337,20622,0.922461733
's-Gravenhage (gemeente),01/01/2022,267654,248710,18944,0.929222055
's-Gravenhage (gemeente),01/01/2023,270220,252226,17994,0.933409814
Groesbeek,01/01/2012,7655,7251,404,0.947224037
Groesbeek,01/01/2013,8160,7569,591,0.927573529
Groesbeek,01/01/2014,8118,7713,405,0.950110865
Groesbeek,01/01/2015,15093,14422,671,0.955542304
Groesbeek,01/01/2016,,,,
Groesbeek,01/01/2017,,,,
Groesbeek,01/01/2018,,,,
Groesbeek,01/01/2019,,,,
Groesbeek,01/01/2020,,,,
Groesbeek,01/01/2021,,,,
Groesbeek,01/01/2022,,,,
Groesbeek,01/01/2023,,,,
Groningen (gemeente),01/01/2012,93324,88482,4842,0.94811624
Groningen (gemeente),01/01/2013,95291,89953,5338,0.943982118
Groningen (gemeente),01/01/2014,97031,92047,4984,0.948634972
Groningen (gemeente),01/01/2015,97905,93526,4379,0.955272969
Groningen (gemeente),01/01/2016,99250,94965,4285,0.956826196
Groningen (gemeente),01/01/2017,101169,96922,4247,0.958020738
Groningen (gemeente),01/01/2018,100946,96949,3997,0.960404573
Groningen (gemeente),01/01/2019,114733,109868,4865,0.957597204
Groningen (gemeente),01/01/2020,116445,111541,4904,0.957885697
Groningen (gemeente),01/01/2021,118922,113845,5077,0.957308152
Groningen (gemeente),01/01/2022,120703,115392,5311,0.955999437
Groningen (gemeente),01/01/2023,122715,116976,5739,0.953233101
Grootegast,01/01/2012,4699,4533,166,0.964673335
Grootegast,01/01/2013,4825,4667,158,0.967253886
Grootegast,01/01/2014,4857,4692,165,0.966028413
Grootegast,01/01/2015,4938,4742,196,0.960307817
Grootegast,01/01/2016,4946,4805,141,0.971492115
Grootegast,01/01/2017,4982,4831,151,0.969690887
Grootegast,01/01/2018,5007,4855,152,0.9696425
Grootegast,01/01/2019,,,,
Grootegast,01/01/2020,,,,
Grootegast,01/01/2021,,,,
Grootegast,01/01/2022,,,,
Grootegast,01/01/2023,,,,
Gulpen-Wittem,01/01/2012,6362,5797,565,0.911191449
Gulpen-Wittem,01/01/2013,6636,6029,607,0.908529234
Gulpen-Wittem,01/01/2014,6818,6172,646,0.905250807
Gulpen-Wittem,01/01/2015,6840,6199,641,0.90628655
Gulpen-Wittem,01/01/2016,6789,6201,588,0.913389306
Gulpen-Wittem,01/01/2017,6791,6229,562,0.91724341
Gulpen-Wittem,01/01/2018,6784,6203,581,0.914357311
Gulpen-Wittem,01/01/2019,6821,6252,569,0.916581146
Gulpen-Wittem,01/01/2020,6867,6298,569,0.917139945
Gulpen-Wittem,01/01/2021,6880,6343,537,0.921947674
Gulpen-Wittem,01/01/2022,6887,6360,527,0.923479018
Gulpen-Wittem,01/01/2023,6892,6350,542,0.921358096
Haaksbergen,01/01/2012,9790,9340,450,0.954034729
Haaksbergen,01/01/2013,9904,9424,480,0.951534733
Haaksbergen,01/01/2014,10072,9610,462,0.954130262
Haaksbergen,01/01/2015,10134,9697,437,0.956877837
Haaksbergen,01/01/2016,10162,9760,402,0.960440858
Haaksbergen,01/01/2017,10195,9775,420,0.958803335
Haaksbergen,01/01/2018,10315,9840,475,0.953950557
Haaksbergen,01/01/2019,10410,9932,478,0.954082613
Haaksbergen,01/01/2020,10497,9992,505,0.951891016
Haaksbergen,01/01/2021,10571,10017,554,0.94759247
Haaksbergen,01/01/2022,10585,10115,470,0.955597544
Haaksbergen,01/01/2023,10666,10169,497,0.953403338
Haaren,01/01/2012,5121,4852,269,0.947471197
Haaren,01/01/2013,5263,4974,289,0.945088353
Haaren,01/01/2014,5315,5011,304,0.942803387
Haaren,01/01/2015,5317,5020,297,0.944141433
Haaren,01/01/2016,5429,5079,350,0.935531405
Haaren,01/01/2017,5525,5237,288,0.947873303
Haaren,01/01/2018,5805,5561,244,0.95796727
Haaren,01/01/2019,5904,5638,266,0.954945799
Haaren,01/01/2020,5957,5752,205,0.965586705
Haaren,01/01/2021,,,,
Haaren,01/01/2022,,,,
Haaren,01/01/2023,,,,
Haarlem,01/01/2012,71173,67704,3469,0.951259607
Haarlem,01/01/2013,71725,68405,3320,0.953712095
Haarlem,01/01/2014,72356,69316,3040,0.957985516
Haarlem,01/01/2015,73230,70083,3147,0.957025809
Haarlem,01/01/2016,73674,70701,2973,0.959646551
Haarlem,01/01/2017,74037,71085,2952,0.960128044
Haarlem,01/01/2018,74796,71622,3174,0.957564576
Haarlem,01/01/2019,75633,72323,3310,0.956236035
Haarlem,01/01/2020,76436,73230,3206,0.958056413
Haarlem,01/01/2021,77201,73566,3635,0.952915118
Haarlem,01/01/2022,77499,74080,3419,0.955883302
Haarlem,01/01/2023,78000,74691,3309,0.957576923
Haarlemmerliede en Spaarnwoude,01/01/2012,2200,2081,119,0.945909091
Haarlemmerliede en Spaarnwoude,01/01/2013,2247,2127,120,0.946595461
Haarlemmerliede en Spaarnwoude,01/01/2014,2264,2155,109,0.951855124
Haarlemmerliede en Spaarnwoude,01/01/2015,2276,2179,97,0.957381371
Haarlemmerliede en Spaarnwoude,01/01/2016,2281,2186,95,0.9583516
Haarlemmerliede en Spaarnwoude,01/01/2017,2312,2212,100,0.956747405
Haarlemmerliede en Spaarnwoude,01/01/2018,2357,2258,99,0.957997454
Haarlemmerliede en Spaarnwoude,01/01/2019,,,,
Haarlemmerliede en Spaarnwoude,01/01/2020,,,,
Haarlemmerliede en Spaarnwoude,01/01/2021,,,,
Haarlemmerliede en Spaarnwoude,01/01/2022,,,,
Haarlemmerliede en Spaarnwoude,01/01/2023,,,,
Haarlemmermeer,01/01/2012,58757,56306,2451,0.958285821
Haarlemmermeer,01/01/2013,58925,56543,2382,0.959575732
Haarlemmermeer,01/01/2014,59214,56838,2376,0.959874354
Haarlemmermeer,01/01/2015,59292,57248,2044,0.965526547
Haarlemmermeer,01/01/2016,59699,57529,2170,0.963650982
Haarlemmermeer,01/01/2017,60085,58209,1876,0.968777565
Haarlemmermeer,01/01/2018,60622,58737,1885,0.968905678
Haarlemmermeer,01/01/2019,63511,61377,2134,0.966399521
Haarlemmermeer,01/01/2020,64195,62106,2089,0.967458525
Haarlemmermeer,01/01/2021,65214,63114,2100,0.967798326
Haarlemmermeer,01/01/2022,65840,63922,1918,0.970868773
Haarlemmermeer,01/01/2023,66659,64446,2213,0.966801182
Halderberge,01/01/2012,12664,12042,622,0.950884397
Halderberge,01/01/2013,13034,12202,832,0.936166948
Halderberge,01/01/2014,12933,12273,660,0.948967757
Halderberge,01/01/2015,12991,12432,559,0.95697021
Halderberge,01/01/2016,13027,12539,488,0.962539341
Halderberge,01/01/2017,13060,12528,532,0.959264931
Halderberge,01/01/2018,13093,12612,481,0.963262812
Halderberge,01/01/2019,13310,12823,487,0.963410969
Halderberge,01/01/2020,13399,12936,463,0.965445182
Halderberge,01/01/2021,13488,13015,473,0.964931791
Halderberge,01/01/2022,13576,13167,409,0.969873306
Halderberge,01/01/2023,13702,13242,460,0.966428259
Hardenberg,01/01/2012,23260,22176,1084,0.953396389
Hardenberg,01/01/2013,23396,22371,1025,0.956189092
Hardenberg,01/01/2014,23554,22501,1053,0.955294218
Hardenberg,01/01/2015,23662,22718,944,0.960104809
Hardenberg,01/01/2016,23864,22966,898,0.962370097
Hardenberg,01/01/2017,24113,23252,861,0.96429312
Hardenberg,01/01/2018,24316,23496,820,0.966277348
Hardenberg,01/01/2019,24513,23701,812,0.96687472
Hardenberg,01/01/2020,24810,23964,846,0.965900846
Hardenberg,01/01/2021,25177,24281,896,0.964411963
Hardenberg,01/01/2022,25410,24513,897,0.964698937
Hardenberg,01/01/2023,25844,24886,958,0.962931435
Harderwijk,01/01/2012,18433,17707,726,0.960614116
Harderwijk,01/01/2013,18517,17835,682,0.96316898
Harderwijk,01/01/2014,18562,17899,663,0.964281866
Harderwijk,01/01/2015,18712,18088,624,0.966652416
Harderwijk,01/01/2016,18873,18245,628,0.966724951
Harderwijk,01/01/2017,19185,18511,674,0.964868387
Harderwijk,01/01/2018,19289,18618,671,0.965213334
Harderwijk,01/01/2019,19450,18853,597,0.969305913
Harderwijk,01/01/2020,19942,19300,642,0.967806639
Harderwijk,01/01/2021,20677,19920,757,0.963389273
Harderwijk,01/01/2022,21143,20380,763,0.963912406
Harderwijk,01/01/2023,21553,20478,1075,0.950122953
Hardinxveld-Giessendam,01/01/2012,7012,6667,345,0.950798631
Hardinxveld-Giessendam,01/01/2013,7047,6737,310,0.956009649
Hardinxveld-Giessendam,01/01/2014,7058,6788,270,0.961745537
Hardinxveld-Giessendam,01/01/2015,7074,6797,277,0.960842522
Hardinxveld-Giessendam,01/01/2016,7131,6849,282,0.960454354
Hardinxveld-Giessendam,01/01/2017,7212,6894,318,0.955906822
Hardinxveld-Giessendam,01/01/2018,7248,6966,282,0.961092715
Hardinxveld-Giessendam,01/01/2019,7313,7015,298,0.95925065
Hardinxveld-Giessendam,01/01/2020,7451,7083,368,0.950610656
Hardinxveld-Giessendam,01/01/2021,7514,7171,343,0.954351876
Hardinxveld-Giessendam,01/01/2022,7522,7223,299,0.960249934
Hardinxveld-Giessendam,01/01/2023,7550,7234,316,0.958145695
Haren,01/01/2012,8497,8052,445,0.947628575
Haren,01/01/2013,8531,8089,442,0.948188958
Haren,01/01/2014,8628,8182,446,0.948307835
Haren,01/01/2015,8615,8222,393,0.954381892
Haren,01/01/2016,8612,8242,370,0.957036693
Haren,01/01/2017,8738,8388,350,0.959945068
Haren,01/01/2018,8925,8533,392,0.956078431
Haren,01/01/2019,,,,
Haren,01/01/2020,,,,
Haren,01/01/2021,,,,
Haren,01/01/2022,,,,
Haren,01/01/2023,,,,
Harenkarspel,01/01/2012,6246,6039,207,0.96685879
Harenkarspel,01/01/2013,,,,
Harenkarspel,01/01/2014,,,,
Harenkarspel,01/01/2015,,,,
Harenkarspel,01/01/2016,,,,
Harenkarspel,01/01/2017,,,,
Harenkarspel,01/01/2018,,,,
Harenkarspel,01/01/2019,,,,
Harenkarspel,01/01/2020,,,,
Harenkarspel,01/01/2021,,,,
Harenkarspel,01/01/2022,,,,
Harenkarspel,01/01/2023,,,,
Harlingen,01/01/2012,7371,7008,363,0.950752951
Harlingen,01/01/2013,7390,7018,372,0.949661705
Harlingen,01/01/2014,7425,7081,344,0.953670034
Harlingen,01/01/2015,7477,7140,337,0.954928447
Harlingen,01/01/2016,7533,7169,364,0.951679278
Harlingen,01/01/2017,7561,7198,363,0.951990477
Harlingen,01/01/2018,7621,7162,459,0.939771684
Harlingen,01/01/2019,7627,7226,401,0.947423627
Harlingen,01/01/2020,7798,7305,493,0.936778661
Harlingen,01/01/2021,7909,7383,526,0.933493488
Harlingen,01/01/2022,7841,7438,403,0.948603494
Harlingen,01/01/2023,8035,7587,448,0.944243933
Hattem,01/01/2012,5035,4772,263,0.947765641
Hattem,01/01/2013,5128,4812,316,0.938377535
Hattem,01/01/2014,5052,4826,226,0.955265241
Hattem,01/01/2015,5160,4905,255,0.950581395
Hattem,01/01/2016,5240,4932,308,0.941221374
Hattem,01/01/2017,5270,5004,266,0.949525617
Hattem,01/01/2018,5284,5049,235,0.955526117
Hattem,01/01/2019,5277,5064,213,0.959636157
Hattem,01/01/2020,5298,5093,205,0.961306153
Hattem,01/01/2021,5262,5108,154,0.970733561
Hattem,01/01/2022,5407,5147,260,0.951914185
Hattem,01/01/2023,5467,5286,181,0.966892263
Heemskerk,01/01/2012,17035,16476,559,0.967185207
Heemskerk,01/01/2013,17012,16485,527,0.969021867
Heemskerk,01/01/2014,17273,16683,590,0.965842645
Heemskerk,01/01/2015,17361,16834,527,0.969644606
Heemskerk,01/01/2016,17457,17011,446,0.974451509
Heemskerk,01/01/2017,17513,17035,478,0.97270599
Heemskerk,01/01/2018,17439,17015,424,0.975686679
Heemskerk,01/01/2019,17501,17004,497,0.971601623
Heemskerk,01/01/2020,17578,17074,504,0.971327796
Heemskerk,01/01/2021,17607,17146,461,0.973817232
Heemskerk,01/01/2022,17684,17214,470,0.973422303
Heemskerk,01/01/2023,17882,17340,542,0.969690191
Heemstede,01/01/2012,11751,11246,505,0.957024934
Heemstede,01/01/2013,11813,11289,524,0.955642089
Heemstede,01/01/2014,12247,11635,612,0.950028578
Heemstede,01/01/2015,12321,11764,557,0.95479263
Heemstede,01/01/2016,12520,11932,588,0.953035144
Heemstede,01/01/2017,12511,11961,550,0.956038686
Heemstede,01/01/2018,12561,12014,547,0.956452512
Heemstede,01/01/2019,12587,12066,521,0.958608088
Heemstede,01/01/2020,12628,12036,592,0.953120051
Heemstede,01/01/2021,12817,12170,647,0.949520169
Heemstede,01/01/2022,12821,12237,584,0.954449731
Heemstede,01/01/2023,12863,12288,575,0.955298142
Heerde,01/01/2012,7402,7106,296,0.960010808
Heerde,01/01/2013,7580,7217,363,0.952110818
Heerde,01/01/2014,7756,7414,342,0.955905106
Heerde,01/01/2015,7782,7484,298,0.961706502
Heerde,01/01/2016,7803,7504,299,0.961681405
Heerde,01/01/2017,7810,7535,275,0.964788732
Heerde,01/01/2018,7815,7545,270,0.965451056
Heerde,01/01/2019,7888,7566,322,0.959178499
Heerde,01/01/2020,7924,7647,277,0.965042908
Heerde,01/01/2021,8017,7693,324,0.95958588
Heerde,01/01/2022,8173,7861,312,0.961825523
Heerde,01/01/2023,8195,7899,296,0.963880415
Heerenveen,01/01/2012,19712,18678,1034,0.947544643
Heerenveen,01/01/2013,19709,18757,952,0.951697194
Heerenveen,01/01/2014,22974,21902,1072,0.953338557
Heerenveen,01/01/2015,23134,22018,1116,0.951759315
Heerenveen,01/01/2016,23230,22126,1104,0.952475248
Heerenveen,01/01/2017,23250,22172,1078,0.953634409
Heerenveen,01/01/2018,23367,22282,1085,0.953566996
Heerenveen,01/01/2019,23532,22316,1216,0.948325684
Heerenveen,01/01/2020,23528,22601,927,0.960600136
Heerenveen,01/01/2021,23767,22650,1117,0.953002062
Heerenveen,01/01/2022,23895,22924,971,0.959363884
Heerenveen,01/01/2023,24010,23121,889,0.962973761
Heerhugowaard,01/01/2012,21273,20773,500,0.976496028
Heerhugowaard,01/01/2013,21493,21004,489,0.977248406
Heerhugowaard,01/01/2014,21959,21411,548,0.975044401
Heerhugowaard,01/01/2015,22216,21696,520,0.976593446
Heerhugowaard,01/01/2016,22311,21894,417,0.981309668
Heerhugowaard,01/01/2017,22743,22276,467,0.979466209
Heerhugowaard,01/01/2018,23216,22674,542,0.976654032
Heerhugowaard,01/01/2019,23411,22972,439,0.981248131
Heerhugowaard,01/01/2020,23913,23357,556,0.976749049
Heerhugowaard,01/01/2021,24439,23913,526,0.978477024
Heerhugowaard,01/01/2022,,,,
Heerhugowaard,01/01/2023,,,,
Heerlen,01/01/2012,45243,42473,2770,0.938775059
Heerlen,01/01/2013,45326,42508,2818,0.937828178
Heerlen,01/01/2014,45373,42469,2904,0.935997179
Heerlen,01/01/2015,45169,42569,2600,0.942438398
Heerlen,01/01/2016,45227,42744,2483,0.945099166
Heerlen,01/01/2017,45619,43165,2454,0.946206624
Heerlen,01/01/2018,45758,43314,2444,0.946588575
Heerlen,01/01/2019,45834,43460,2374,0.94820439
Heerlen,01/01/2020,45976,43586,2390,0.948016356
Heerlen,01/01/2021,45982,43659,2323,0.949480231
Heerlen,01/01/2022,46271,43920,2351,0.949190638
